user_id,timestamp,event_name,platform,channel,plan,task_count,project_id
u_00254,2024-03-01 18:01:00,project_created,Android,Organic,free,,p_4685
u_01909,2024-03-01 18:01:00,project_created,Android,Referral,free,,p_8168
u_04836,2024-03-01 18:01:00,signup,Web,Referral,free,,
u_02364,2024-03-01 18:03:00,signup,Android,Referral,free,,
u_04725,2024-03-01 18:04:00,signup,iOS,Organic,free,,
u_01299,2024-03-01 18:05:00,signup,Web,Product Hunt,free,,
u_03473,2024-03-01 18:07:00,signup,Web,Google Ads,free,,
u_00436,2024-03-01 18:24:00,signup,Web,Organic,free,,
u_02618,2024-03-01 18:24:00,project_created,iOS,Referral,free,,p_8349
u_00862,2024-03-01 18:31:00,project_created,Web,Product Hunt,free,,p_4693
u_03780,2024-03-01 18:32:00,signup,Web,Referral,free,,
u_04725,2024-03-01 18:32:00,project_created,iOS,Organic,free,,p_5950
u_04715,2024-03-01 18:38:00,signup,Web,Google Ads,free,,
u_02364,2024-03-01 18:41:00,project_created,Android,Referral,free,,p_3744
u_01299,2024-03-01 18:44:00,project_created,Web,Product Hunt,free,,p_1333
u_04836,2024-03-01 18:48:00,project_created,Web,Referral,free,,p_3310
u_03748,2024-03-01 18:49:00,project_created,Android,Referral,free,,p_7619
u_04219,2024-03-01 19:07:00,signup,iOS,Referral,free,,
u_04615,2024-03-01 19:10:00,signup,Web,Google Ads,free,,
u_04367,2024-03-01 19:12:00,signup,iOS,Google Ads,free,,
u_02636,2024-03-01 19:20:00,signup,Web,Google Ads,free,,
u_01997,2024-03-01 19:29:00,task_created,iOS,Organic,free,1,p_5996
u_03780,2024-03-01 19:36:00,project_created,Web,Referral,free,,p_6182
u_00390,2024-03-01 19:37:00,task_created,Android,Referral,free,1,p_7162
u_02947,2024-03-01 19:37:00,signup,Android,Google Ads,free,,
u_02255,2024-03-01 19:43:00,task_created,iOS,Referral,free,1,p_9872
u_03629,2024-03-01 19:43:00,signup,Web,Product Hunt,free,,
u_01437,2024-03-01 19:48:00,signup,iOS,Organic,free,,
u_02979,2024-03-01 19:48:00,task_created,Android,Product Hunt,free,1,p_1677
u_04793,2024-03-01 19:50:00,signup,Web,Organic,free,,
u_00102,2024-03-01 20:13:00,task_created,Web,Product Hunt,free,1,p_3236
u_00838,2024-03-01 20:14:00,signup,iOS,Referral,free,,
u_04645,2024-03-01 20:16:00,signup,Android,Organic,free,,
u_01437,2024-03-01 20:18:00,project_created,iOS,Organic,free,,p_3910
u_00744,2024-03-01 20:23:00,task_completed,Android,Organic,free,1,p_1018
u_04219,2024-03-01 20:25:00,project_created,iOS,Referral,free,,p_5598
u_04793,2024-03-01 20:31:00,project_created,Web,Organic,free,,p_3329
u_04725,2024-03-01 20:32:00,task_created,iOS,Organic,free,1,p_5950
u_02381,2024-03-01 20:33:00,task_created,Web,Referral,free,1,p_3257
u_00838,2024-03-01 20:34:00,project_created,iOS,Referral,free,,p_7869
u_01635,2024-03-01 20:40:00,task_created,iOS,Referral,paid,1,p_9211
u_02364,2024-03-01 20:41:00,task_created,Android,Referral,free,1,p_3744
u_02311,2024-03-01 20:42:00,signup,Web,Referral,free,,
u_03629,2024-03-01 20:43:00,project_created,Web,Product Hunt,free,,p_5500
u_04982,2024-03-01 20:54:00,task_created,Web,Organic,free,1,p_3643
u_00945,2024-03-01 20:58:00,signup,Web,Google Ads,free,,
u_04848,2024-03-01 21:00:00,signup,Web,Product Hunt,free,,
u_00231,2024-03-01 21:01:00,task_created,Android,Organic,paid,1,p_9621
u_03016,2024-03-01 21:01:00,task_created,Web,Product Hunt,free,1,p_2552
u_01355,2024-03-01 21:02:00,task_created,Web,Referral,paid,1,p_1866
u_00157,2024-03-01 21:03:00,signup,Web,Organic,free,,
u_02334,2024-03-01 21:03:00,signup,iOS,Organic,free,,
u_01046,2024-03-01 21:06:00,signup,Web,Google Ads,free,,
u_00230,2024-03-01 21:25:00,signup,Web,Organic,paid,,
u_03819,2024-03-01 21:29:00,task_created,iOS,Product Hunt,free,1,p_6190
u_02334,2024-03-01 21:32:00,project_created,iOS,Organic,free,,p_9234
u_00427,2024-03-01 21:36:00,signup,Android,Organic,free,,
u_01581,2024-03-01 21:37:00,signup,Android,Referral,free,,
u_01299,2024-03-01 21:44:00,task_created,Web,Product Hunt,free,1,p_1333
u_00157,2024-03-01 21:55:00,project_created,Web,Organic,free,,p_8377
u_01581,2024-03-01 22:03:00,project_created,Android,Referral,free,,p_4164
u_04848,2024-03-01 22:21:00,project_created,Web,Product Hunt,free,,p_4783
u_00294,2024-03-01 22:24:00,task_created,iOS,Organic,free,1,p_4585
u_00427,2024-03-01 22:31:00,project_created,Android,Organic,free,,p_5054
u_00230,2024-03-01 22:37:00,project_created,Web,Organic,paid,,p_9960
u_01441,2024-03-01 22:47:00,task_created,Web,Organic,free,1,p_3316
u_02979,2024-03-01 22:48:00,task_completed,Android,Product Hunt,free,1,p_1677
u_04627,2024-03-01 23:19:00,task_created,Web,Referral,free,1,p_8105
u_03572,2024-03-01 23:53:00,task_created,Android,Organic,free,1,p_9432
u_00422,2024-03-02 00:26:00,task_created,Web,Organic,free,1,p_8538
u_03629,2024-03-02 00:43:00,task_created,Web,Product Hunt,free,1,p_5500
u_00254,2024-03-02 01:01:00,task_created,Android,Organic,free,1,p_4685
u_01299,2024-03-02 01:05:00,integration_connected,Web,Product Hunt,free,,
u_04848,2024-03-02 01:21:00,task_created,Web,Product Hunt,free,1,p_4783
u_02334,2024-03-02 01:32:00,task_created,iOS,Organic,free,1,p_9234
u_03748,2024-03-02 01:49:00,task_created,Android,Referral,free,1,p_7619
u_01453,2024-03-02 02:05:00,task_created,Web,Referral,free,1,p_5366
u_00294,2024-03-02 02:24:00,task_completed,iOS,Organic,free,1,p_4585
u_04219,2024-03-02 02:25:00,task_created,iOS,Referral,free,1,p_5598
u_00230,2024-03-02 02:37:00,task_created,Web,Organic,paid,1,p_9960
u_04836,2024-03-02 02:48:00,task_created,Web,Referral,free,1,p_3310
u_00102,2024-03-02 03:13:00,task_completed,Web,Product Hunt,free,1,p_3236
u_02255,2024-03-02 03:43:00,task_completed,iOS,Referral,free,1,p_9872
u_01581,2024-03-02 04:03:00,task_created,Android,Referral,free,1,p_4164
u_02618,2024-03-02 05:24:00,task_created,iOS,Referral,free,1,p_8349
u_04374,2024-03-02 05:39:00,task_completed,Android,Organic,free,1,p_4863
u_04793,2024-03-02 06:31:00,task_created,Web,Organic,free,1,p_3329
u_04219,2024-03-02 07:25:00,task_completed,iOS,Referral,free,1,p_5598
u_02334,2024-03-02 07:32:00,task_completed,iOS,Organic,free,1,p_9234
u_04302,2024-03-02 08:00:00,signup,Web,Product Hunt,free,,
u_04215,2024-03-02 08:06:00,signup,Web,Google Ads,paid,,
u_00498,2024-03-02 08:13:00,signup,Web,Product Hunt,paid,,
u_01734,2024-03-02 08:20:00,signup,iOS,Organic,free,,
u_00766,2024-03-02 08:23:00,signup,Web,Organic,free,,
u_04167,2024-03-02 08:25:00,task_completed,iOS,Organic,free,1,p_3101
u_01635,2024-03-02 08:40:00,task_completed,iOS,Referral,paid,1,p_9211
u_01734,2024-03-02 08:42:00,project_created,iOS,Organic,free,,p_1390
u_04302,2024-03-02 08:51:00,project_created,Web,Product Hunt,free,,p_9699
u_02920,2024-03-02 08:59:00,task_completed,Web,Product Hunt,free,1,p_5639
u_01464,2024-03-02 09:07:00,signup,Web,Google Ads,free,,
u_04627,2024-03-02 09:19:00,task_completed,Web,Referral,free,1,p_8105
u_00766,2024-03-02 09:21:00,project_created,Web,Organic,free,,p_7711
u_00498,2024-03-02 09:22:00,project_created,Web,Product Hunt,paid,,p_1788
u_02054,2024-03-02 09:24:00,signup,Web,Referral,free,,
u_04413,2024-03-02 09:27:00,signup,Web,Product Hunt,free,,
u_04725,2024-03-02 09:32:00,task_completed,iOS,Organic,free,1,p_5950
u_00001,2024-03-02 09:34:00,signup,Web,Product Hunt,paid,,
u_02085,2024-03-02 09:48:00,signup,iOS,Product Hunt,free,,
u_00413,2024-03-02 09:53:00,signup,Web,Organic,free,,
u_00001,2024-03-02 09:57:00,project_created,Web,Product Hunt,paid,,p_4125
u_03756,2024-03-02 09:57:00,signup,Web,Google Ads,free,,
u_02952,2024-03-02 10:16:00,signup,iOS,Product Hunt,free,,
u_02054,2024-03-02 10:17:00,project_created,Web,Referral,free,,p_6926
u_01627,2024-03-02 10:30:00,signup,iOS,Google Ads,free,,
u_02019,2024-03-02 10:33:00,signup,Web,Product Hunt,free,,
u_03103,2024-03-02 10:33:00,signup,iOS,Referral,free,,
u_04765,2024-03-02 10:40:00,signup,Web,Google Ads,free,,
u_03051,2024-03-02 10:42:00,signup,Web,Referral,paid,,
u_00677,2024-03-02 10:45:00,signup,Web,Referral,free,,
u_03249,2024-03-02 10:55:00,signup,Web,Referral,free,,
u_02085,2024-03-02 10:57:00,project_created,iOS,Product Hunt,free,,p_5383
u_02475,2024-03-02 11:00:00,signup,Web,Google Ads,free,,
u_00413,2024-03-02 11:10:00,project_created,Web,Organic,free,,p_4856
u_04852,2024-03-02 11:20:00,signup,iOS,Product Hunt,free,,
u_03249,2024-03-02 11:24:00,project_created,Web,Referral,free,,p_3478
u_03051,2024-03-02 11:28:00,project_created,Web,Referral,paid,,p_3858
u_00737,2024-03-02 11:38:00,signup,iOS,Organic,free,,
u_01336,2024-03-02 11:39:00,signup,Web,Referral,free,,
u_02952,2024-03-02 11:45:00,project_created,iOS,Product Hunt,free,,p_9763
u_02085,2024-03-02 11:48:00,integration_connected,iOS,Product Hunt,free,,
u_04836,2024-03-02 11:48:00,task_completed,Web,Referral,free,1,p_3310
u_03103,2024-03-02 11:50:00,project_created,iOS,Referral,free,,p_2039
u_01840,2024-03-02 11:51:00,task_completed,Android,Product Hunt,paid,1,p_9046
u_01486,2024-03-02 11:55:00,signup,Android,Organic,free,,
u_01542,2024-03-02 11:55:00,signup,Web,Organic,free,,
u_04048,2024-03-02 12:00:00,signup,Web,Organic,free,,
u_00737,2024-03-02 12:01:00,project_created,iOS,Organic,free,,p_6787
u_01336,2024-03-02 12:05:00,project_created,Web,Referral,free,,p_4121
u_02984,2024-03-02 12:05:00,signup,Android,Product Hunt,free,,
u_04321,2024-03-02 12:09:00,signup,iOS,Referral,free,,
u_01578,2024-03-02 12:18:00,signup,iOS,Referral,free,,
u_00668,2024-03-02 12:19:00,task_completed,Android,Referral,free,1,p_5651
u_02892,2024-03-02 12:21:00,signup,Android,Referral,free,,
u_03249,2024-03-02 12:24:00,task_created,Web,Referral,free,1,p_3478
u_03819,2024-03-02 12:29:00,task_completed,iOS,Product Hunt,free,1,p_6190
u_00104,2024-03-02 12:31:00,signup,iOS,Referral,free,,
u_01385,2024-03-02 12:31:00,signup,Web,Referral,free,,
u_01299,2024-03-02 12:44:00,task_completed,Web,Product Hunt,free,1,p_1333
u_02984,2024-03-02 12:44:00,project_created,Android,Product Hunt,free,,p_5730
u_04048,2024-03-02 12:49:00,project_created,Web,Organic,free,,p_7102
u_01901,2024-03-02 12:53:00,signup,Web,Google Ads,free,,
u_02892,2024-03-02 12:53:00,project_created,Android,Referral,free,,p_8244
u_01542,2024-03-02 12:57:00,project_created,Web,Organic,free,,p_5432
u_00254,2024-03-02 13:01:00,task_completed,Android,Organic,free,1,p_4685
u_01941,2024-03-02 13:04:00,signup,iOS,Organic,free,,
u_04321,2024-03-02 13:06:00,project_created,iOS,Referral,free,,p_2628
u_00766,2024-03-02 13:21:00,task_created,Web,Organic,free,1,p_7711
u_03051,2024-03-02 13:28:00,task_created,Web,Referral,paid,1,p_3858
u_00025,2024-03-02 13:37:00,signup,iOS,Product Hunt,free,,
u_00390,2024-03-02 13:37:00,task_completed,Android,Referral,free,1,p_7162
u_01578,2024-03-02 13:39:00,project_created,iOS,Referral,free,,p_3521
u_00104,2024-03-02 13:42:00,project_created,iOS,Referral,free,,p_1661
u_01385,2024-03-02 13:43:00,project_created,Web,Referral,free,,p_8582
u_00695,2024-03-02 13:47:00,signup,iOS,Referral,free,,
u_04982,2024-03-02 13:54:00,task_completed,Web,Organic,free,1,p_3643
u_00001,2024-03-02 13:57:00,task_created,Web,Product Hunt,paid,1,p_4125
u_01453,2024-03-02 14:05:00,task_completed,Web,Referral,free,1,p_5366
u_00025,2024-03-02 14:08:00,project_created,iOS,Product Hunt,free,,p_4497
u_00099,2024-03-02 14:08:00,signup,Android,Organic,free,,
u_02335,2024-03-02 14:11:00,signup,Web,Google Ads,free,,
u_03790,2024-03-02 14:13:00,signup,Android,Product Hunt,free,,
u_00230,2024-03-02 14:37:00,task_completed,Web,Organic,paid,1,p_9960
u_04748,2024-03-02 14:39:00,task_completed,Android,Product Hunt,free,1,p_4010
u_04048,2024-03-02 14:49:00,task_created,Web,Organic,free,1,p_7102
u_00622,2024-03-02 14:52:00,signup,Web,Google Ads,free,,
u_00231,2024-03-02 15:01:00,task_completed,Android,Organic,paid,1,p_9621
u_03016,2024-03-02 15:01:00,task_completed,Web,Product Hunt,free,1,p_2552
u_00824,2024-03-02 15:06:00,signup,Web,Product Hunt,free,,
u_03925,2024-03-02 15:07:00,signup,Web,Organic,free,,
u_01446,2024-03-02 15:12:00,signup,Web,Google Ads,free,,
u_00099,2024-03-02 15:13:00,project_created,Android,Organic,free,,p_3468
u_02312,2024-03-02 15:24:00,signup,Web,Organic,free,,
u_03790,2024-03-02 15:34:00,project_created,Android,Product Hunt,free,,p_3816
u_00824,2024-03-02 15:41:00,project_created,Web,Product Hunt,free,,p_4490
u_00433,2024-03-02 15:50:00,signup,iOS,Product Hunt,free,,
u_03925,2024-03-02 16:10:00,project_created,Web,Organic,free,,p_8137
u_02312,2024-03-02 16:17:00,project_created,Web,Organic,free,,p_3752
u_03503,2024-03-02 16:20:00,signup,Web,Organic,free,,
u_00433,2024-03-02 16:21:00,project_created,iOS,Product Hunt,free,,p_5739
u_04637,2024-03-02 16:23:00,signup,iOS,Google Ads,free,,
u_01991,2024-03-02 16:24:00,signup,Web,Organic,free,,
u_00527,2024-03-02 16:34:00,signup,Web,Referral,free,,
u_01108,2024-03-02 16:40:00,signup,Web,Google Ads,free,,
u_03817,2024-03-02 16:44:00,signup,Android,Google Ads,free,,
u_00194,2024-03-02 16:46:00,signup,iOS,Referral,free,,
u_03269,2024-03-02 16:48:00,signup,iOS,Referral,paid,,
u_04048,2024-03-02 16:49:00,task_completed,Web,Organic,free,1,p_7102
u_02946,2024-03-02 16:50:00,signup,Web,Google Ads,free,,
u_02912,2024-03-02 16:53:00,signup,Web,Organic,free,,
u_03552,2024-03-02 16:53:00,signup,iOS,Google Ads,free,,
u_00008,2024-03-02 17:02:00,signup,iOS,Product Hunt,paid,,
u_01783,2024-03-02 17:03:00,signup,iOS,Organic,free,,
u_00413,2024-03-02 17:10:00,task_created,Web,Organic,free,1,p_4856
u_01991,2024-03-02 17:13:00,project_created,Web,Organic,free,,p_7021
u_02312,2024-03-02 17:24:00,integration_connected,Web,Organic,free,,
u_00194,2024-03-02 17:30:00,project_created,iOS,Referral,free,,p_7093
u_03323,2024-03-02 17:43:00,signup,Web,Product Hunt,free,,
u_02912,2024-03-02 17:46:00,project_created,Web,Organic,free,,p_9171
u_01477,2024-03-02 17:57:00,signup,iOS,Google Ads,paid,,
u_03559,2024-03-02 17:57:00,signup,Web,Product Hunt,paid,,
u_04763,2024-03-02 18:00:00,signup,iOS,Referral,free,,
u_03742,2024-03-02 18:01:00,signup,iOS,Organic,paid,,
u_04261,2024-03-02 18:08:00,signup,Android,Referral,free,,
u_03269,2024-03-02 18:11:00,project_created,iOS,Referral,paid,,p_6721
u_02054,2024-03-02 18:17:00,task_created,Web,Referral,free,1,p_6926
u_01783,2024-03-02 18:19:00,project_created,iOS,Organic,free,,p_4205
u_00501,2024-03-02 18:22:00,signup,Web,Product Hunt,free,,
u_03559,2024-03-02 18:22:00,project_created,Web,Product Hunt,paid,,p_4306
u_02864,2024-03-02 18:23:00,signup,Web,Organic,free,,
u_03323,2024-03-02 18:26:00,project_created,Web,Product Hunt,free,,p_2162
u_04763,2024-03-02 18:27:00,project_created,iOS,Referral,free,,p_8827
u_02672,2024-03-02 18:45:00,signup,Web,Google Ads,free,,
u_03748,2024-03-02 18:49:00,task_completed,Android,Referral,free,1,p_7619
u_00501,2024-03-02 18:54:00,project_created,Web,Product Hunt,free,,p_7379
u_02085,2024-03-02 18:57:00,task_created,iOS,Product Hunt,free,1,p_5383
u_03742,2024-03-02 18:59:00,project_created,iOS,Organic,paid,,p_9308
u_02864,2024-03-02 19:06:00,project_created,Web,Organic,free,,p_8774
u_00652,2024-03-02 19:08:00,task_completed,Web,Referral,free,1,p_3718
u_04948,2024-03-02 19:08:00,signup,Web,Product Hunt,free,,
u_04322,2024-03-02 19:10:00,signup,Web,Google Ads,free,,
u_01991,2024-03-02 19:13:00,task_created,Web,Organic,free,1,p_7021
u_00892,2024-03-02 19:14:00,signup,iOS,Referral,free,,
u_03263,2024-03-02 19:18:00,signup,Android,Organic,paid,,
u_02986,2024-03-02 19:20:00,signup,Web,Organic,free,,
u_04302,2024-03-02 19:51:00,task_created,Web,Product Hunt,free,1,p_9699
u_02986,2024-03-02 19:53:00,project_created,Web,Organic,free,,p_7039
u_00892,2024-03-02 20:07:00,project_created,iOS,Referral,free,,p_2669
u_04948,2024-03-02 20:09:00,project_created,Web,Product Hunt,free,,p_3291
u_02312,2024-03-02 20:17:00,task_created,Web,Organic,free,1,p_3752
u_00498,2024-03-02 20:22:00,task_created,Web,Product Hunt,paid,1,p_1788
u_01816,2024-03-02 20:29:00,signup,Web,Google Ads,free,,
u_03443,2024-03-02 20:35:00,signup,Web,Organic,free,,
u_03263,2024-03-02 20:39:00,project_created,Android,Organic,paid,,p_9175
u_02984,2024-03-02 20:44:00,task_created,Android,Product Hunt,free,1,p_5730
u_02288,2024-03-02 20:46:00,signup,Web,Product Hunt,free,,
u_02157,2024-03-02 20:53:00,signup,Android,Organic,free,,
u_01355,2024-03-02 21:02:00,task_completed,Web,Referral,paid,1,p_1866
u_01798,2024-03-02 21:03:00,signup,Web,Organic,free,,
u_03443,2024-03-02 21:08:00,project_created,Web,Organic,free,,p_4565
u_03269,2024-03-02 21:11:00,task_created,iOS,Referral,paid,1,p_6721
u_01783,2024-03-02 21:19:00,task_created,iOS,Organic,free,1,p_4205
u_02288,2024-03-02 21:25:00,project_created,Web,Product Hunt,free,,p_4227
u_04508,2024-03-02 21:33:00,signup,Web,Organic,free,,
u_01613,2024-03-02 21:35:00,signup,iOS,Product Hunt,free,,
u_01021,2024-03-02 21:45:00,signup,Android,Referral,free,,
u_03103,2024-03-02 21:50:00,task_created,iOS,Referral,free,1,p_2039
u_03563,2024-03-02 21:56:00,signup,Android,Referral,paid,,
u_03157,2024-03-02 21:57:00,signup,Android,Organic,free,,
